uuid,_source,_target,type,name,desc,access_type,influence_strength
CxnDef.-6D172Cht6yT-q-L,id-a5c287e4-fdda-11ec-1459-0a0027000004,id-a5c287d2-fdda-11ec-1459-0a0027000004,Assignment,,,,
CxnDef.4AOLEHsd71v-q-L,id-a5c287e4-fdda-11ec-1459-0a0027000004,id-6708b63b-8017-11ec-2894-0050568b5c9f,Realization,,,,
CxnDef.-2bG-KaFI92u-q-L,id-a5c287e4-fdda-11ec-1459-0a0027000004,id-344e7141-6cc3-11ea-069d-0050568ba1eb,Aggregation,,,,
CxnDef.-75jlvpdw9vk-q-L,id-1b8ae56b-01fb-11ed-1459-0a0027000004,id-1b8abe50-01fb-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.22lxCP5ieUp-q-L,id-28be2882-f86c-11ec-145a-0a0027000004,id-2212fc95-0a16-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.2Y0lFhkIGiz-q-L,id-83497eb8-0204-11ed-1459-0a0027000004,id-0bcd56c6-0202-11ed-1459-0a0027000004,Serving,,,,
CxnDef.56cql502TUV-q-L,id-fcf5fb5c-8fe3-11ec-289b-0050568b5c9f,id-34b22acc-0a38-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.5THpjbDSdWt-q-L,id-a5bcc94e-01fd-11ed-1459-0a0027000004,id-29aa6470-7833-11eb-05d0-0050568b5c9f,Realization,,,,
CxnDef.r-VxbXCaFc-q-L,id-9f955949-0106-11ed-1459-0a0027000004,id-6708b60f-8017-11ec-2894-0050568b5c9f,Realization,,,,
CxnDef.7okFXE9SHLA-q-L,id-9f955949-0106-11ed-1459-0a0027000004,id-9f955946-0106-11ed-1459-0a0027000004,Assignment,,,,
CxnDef.-3DZefWbf38T-q-L,id-9f955949-0106-11ed-1459-0a0027000004,id-0e975865-f239-11ec-1459-0a0027000004,Aggregation,,,,
CxnDef.-7EYLV332_Xv-q-L,id-a5bcc94a-01fd-11ed-1459-0a0027000004,id-29aa6470-7833-11eb-05d0-0050568b5c9f,Realization,,,,
CxnDef.2KEWY6WklxY-q-L,id-53bfbd3b-1e38-11ed-71c6-0050568bd88a,id-670afff3-8017-11ec-2894-0050568b5c9f,Realization,,,,
CxnDef.-7VazMeohzPS-q-L,id-63ffd570-00fd-11ed-1459-0a0027000004,id-e994ca6e-fe1a-11ec-1459-0a0027000004,Association,,,,
CxnDef.-22NdbZjiBBx-q-L,id-63ffd570-00fd-11ed-1459-0a0027000004,id-a533d4a3-09c8-11ed-1459-0a0027000004,Assignment,,,,
CxnDef.-5QRidnQGcqH-q-L,id-fcf5fb59-8fe3-11ec-289b-0050568b5c9f,id-34b22acc-0a38-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.6bXtMjZ7hVd-q-L,id-4f4fa4e5-028c-11ed-1459-0a0027000004,id-0bcd56c6-0202-11ed-1459-0a0027000004,Serving,,,,
CxnDef.5NuZvI-mvw1-q-L,id-76c9f4fd-0103-11ed-1459-0a0027000004,id-5193d773-00fe-11ed-1459-0a0027000004,Serving,,,,
CxnDef.-5KQ6_Sp2M7c-q-L,id-fa84e63c-8fe1-11ec-289b-0050568b5c9f,id-34b22acc-0a38-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.-6jc1iG2lVRk-q-L,id-0bcd56c9-0202-11ed-1459-0a0027000004,id-0bcd56c6-0202-11ed-1459-0a0027000004,Serving,,,,
CxnDef.-2FxOdQv1-Mh-q-L,id-a6b6c320-fd02-11ec-1459-0a0027000004,id-a6b6c309-fd02-11ec-1459-0a0027000004,Aggregation,,,,
CxnDef.-2O7hdADMY15-q-L,id-0bcd56b2-0202-11ed-1459-0a0027000004,id-0bcd56d7-0202-11ed-1459-0a0027000004,Serving,,,,
CxnDef.1TkE1J7icBR-q-L,id-0bcd56b2-0202-11ed-1459-0a0027000004,id-a5c287d4-fdda-11ec-1459-0a0027000004,Serving,,,,
CxnDef.1C0B28Pl3CD-q-L,id-daab16b9-f24a-11ec-1459-0a0027000004,id-21c31c61-bd8f-11eb-3169-0050568bc76d,Association,,,,
CxnDef.6n2UsJ1Fel0-q-L,id-8c0f5527-fd0d-11ec-1459-0a0027000004,id-fc1c3300-fe09-11ec-1459-0a0027000004,Assignment,,,,
CxnDef.1NqqT7qfMIw-q-L,id-1fec7a4b-f236-11ec-1459-0a0027000004,id-1fec7a39-f236-11ec-1459-0a0027000004,Realization,,,,
CxnDef.-lWiPrbJPfU-q-L,id-be9bde37-fe1f-11ec-1459-0a0027000004,id-be9bde2c-fe1f-11ec-1459-0a0027000004,Serving,,,,
CxnDef.6AVI5azMreq-q-L,id-0bcd56b8-0202-11ed-1459-0a0027000004,id-be58d5e1-dce3-11e8-4239-0050568bc76d,Aggregation,,,,
CxnDef.3b4l4PMMjbe-q-L,id-0bcd56b8-0202-11ed-1459-0a0027000004,id-670b0027-8017-11ec-2894-0050568b5c9f,Realization,,,,
CxnDef.4tFFIc7qu9a-q-L,id-0bcd56b8-0202-11ed-1459-0a0027000004,id-0bcd56d7-0202-11ed-1459-0a0027000004,Assignment,,,,
CxnDef.5h7tY485LAG-q-L,id-0bcd56c6-0202-11ed-1459-0a0027000004,id-0bcd2fa0-0202-11ed-1459-0a0027000004,Assignment,,,,
CxnDef.-6p11maan-RA-q-L,id-0bcd56c6-0202-11ed-1459-0a0027000004,id-0bcd56b5-0202-11ed-1459-0a0027000004,Assignment,,,,
CxnDef.54Iktan7qEm-q-L,id-0bcd56c6-0202-11ed-1459-0a0027000004,id-0bcd56b2-0202-11ed-1459-0a0027000004,Assignment,,,,
CxnDef.-3Nk5WTmGm1--q-L,id-0bcd56c6-0202-11ed-1459-0a0027000004,id-670b0027-8017-11ec-2894-0050568b5c9f,Realization,,,,
CxnDef.-3xLaANoc_xx-q-L,id-0bcd56c6-0202-11ed-1459-0a0027000004,id-4a8e5951-dce3-11e8-4239-0050568bc76d,Aggregation,,,,
CxnDef.1uaNKj4-oF--q-L,id-4f4fa4ef-028c-11ed-1459-0a0027000004,id-b6141ff1-bd8e-11eb-3169-0050568bc76d,Association,,,,
CxnDef.-69tqJ35xyDj-q-L,id-5193d76a-00fe-11ed-1459-0a0027000004,id-5193d770-00fe-11ed-1459-0a0027000004,Association,,,,
CxnDef.77fi1ghySB9-q-L,id-5193d76a-00fe-11ed-1459-0a0027000004,id-9f955949-0106-11ed-1459-0a0027000004,Association,,,,
CxnDef.1ydqLprfqpR-q-L,id-5193d76a-00fe-11ed-1459-0a0027000004,id-49be8329-84d7-11ec-289a-0050568b5c9f,Assignment,,,,
CxnDef.4QjAsQe20l8-q-L,id-e994ca60-fe1a-11ec-1459-0a0027000004,id-ddca03e5-fd14-11ec-1459-0a0027000004,Aggregation,,,,
CxnDef.37DQG73j-tw-q-L,id-e994ca60-fe1a-11ec-1459-0a0027000004,id-e994ca62-fe1a-11ec-1459-0a0027000004,Assignment,,,,
CxnDef.5Ot3gxI2pu3-q-L,id-5336c1b6-d4fb-11ec-1459-0a0027000004,id-5336c1ae-d4fb-11ec-1459-0a0027000004,Association,,,,
CxnDef.64f24b8geqL-q-L,id-5336c1b6-d4fb-11ec-1459-0a0027000004,id-f06e75f1-8d6f-11ec-19bb-0050568bdf9a,Realization,,,,
CxnDef.5NWoksatT8t-q-L,id-28be2879-f86c-11ec-145a-0a0027000004,id-2212fc95-0a16-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.6pkl-3Z8KEl-q-L,id-fcf5fb5f-8fe3-11ec-289b-0050568b5c9f,id-34b22acc-0a38-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.-14svqoXeQ9Q-q-L,id-acfdf5c6-f61a-11ec-1459-0a0027000004,id-acfdf5b9-f61a-11ec-1459-0a0027000004,Realization,,,,
CxnDef.-401CSUtZfBq-q-L,id-fc1c3300-fe09-11ec-1459-0a0027000004,id-fc1c32f1-fe09-11ec-1459-0a0027000004,Serving,,,,
CxnDef.CNjqkFCchZ-q-L,id-fc1c3300-fe09-11ec-1459-0a0027000004,id-e994ca62-fe1a-11ec-1459-0a0027000004,Serving,,,,
CxnDef.5NbigjPpEnb-q-L,id-fc1c3300-fe09-11ec-1459-0a0027000004,id-3cc5405a-fe0e-11ec-1459-0a0027000004,Serving,,,,
CxnDef.sDDU8sz03--q-L,id-b2369a29-1e3b-11ed-71c6-0050568bd88a,id-6c151969-0a22-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.1wSeD_pHBXF-q-L,id-5336c1c0-d4fb-11ec-1459-0a0027000004,id-5336c1ae-d4fb-11ec-1459-0a0027000004,Association,,,,
CxnDef.4TY_GPX8UPL-q-L,id-5336c1c0-d4fb-11ec-1459-0a0027000004,id-f06e75f1-8d6f-11ec-19bb-0050568bdf9a,Realization,,,,
CxnDef.-3BY1frR0Cjq-q-L,id-1b8ae565-01fb-11ed-1459-0a0027000004,id-29aa6470-7833-11eb-05d0-0050568b5c9f,Realization,,,,
CxnDef.-2BI5bxN2hif-q-L,id-9f955937-0106-11ed-1459-0a0027000004,id-3f031bf1-dce5-11e8-4239-0050568bc76d,Aggregation,,,,
CxnDef.-3gzRSJ_pkbJ-q-L,id-9f955937-0106-11ed-1459-0a0027000004,id-1fec7a56-f236-11ec-1459-0a0027000004,Aggregation,,,,
CxnDef.-2fsqfeAWCUE-q-L,id-9f955937-0106-11ed-1459-0a0027000004,id-6708b60f-8017-11ec-2894-0050568b5c9f,Realization,,,,
CxnDef.-66WGUej1nHg-q-L,id-9f955937-0106-11ed-1459-0a0027000004,id-76c9f51e-0103-11ed-1459-0a0027000004,Assignment,,,,
CxnDef.4Czt2nJiASy-q-L,id-be9bde23-fe1f-11ec-1459-0a0027000004,id-be9bde20-fe1f-11ec-1459-0a0027000004,Assignment,,,,
CxnDef.7hRlaGDJOY-q-L,id-be9bde23-fe1f-11ec-1459-0a0027000004,id-98e00291-dce1-11e8-4239-0050568bc76d,Aggregation,,,,
CxnDef.7Xescvs4Rgs-q-L,id-be9bde23-fe1f-11ec-1459-0a0027000004,id-6708b63b-8017-11ec-2894-0050568b5c9f,Realization,,,,
CxnDef.3HxOFrqFPm9-q-L,id-20c45783-01ff-11ed-1459-0a0027000004,id-83497eb8-0204-11ed-1459-0a0027000004,Serving,,,,
CxnDef.5Xq2Sg3SJsZ-q-L,id-4bbe7570-f23e-11ec-1459-0a0027000004,id-0e975882-f239-11ec-1459-0a0027000004,Realization,,,,
CxnDef.7V4qRkiV-nl-q-L,id-28be288b-f86c-11ec-145a-0a0027000004,id-2212fc95-0a16-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.-3wX2t2I8EcG-q-L,id-ea5bef90-01b7-11ed-1459-0a0027000004,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,Assignment,,,,
CxnDef.-6KZLZrWqiwf-q-L,id-ea5bef90-01b7-11ed-1459-0a0027000004,id-a6b6c319-fd02-11ec-1459-0a0027000004,Association,,,,
CxnDef.-1o_FttcCTVJ-q-L,id-fc1c32f1-fe09-11ec-1459-0a0027000004,id-a5c287d2-fdda-11ec-1459-0a0027000004,Serving,,,,
CxnDef.-7_rnwpapG2I-q-L,id-a5c287d0-fdda-11ec-1459-0a0027000004,id-a5c287d2-fdda-11ec-1459-0a0027000004,Serving,,,,
CxnDef.5nLFSWYwhcq-q-L,id-ceffcd89-feb1-11ec-1459-0a0027000004,id-d7668ff1-dce3-11e8-4239-0050568bc76d,Association,,,,
CxnDef.774PlD67bAk-q-L,id-ceffcd89-feb1-11ec-1459-0a0027000004,id-49be8329-84d7-11ec-289a-0050568b5c9f,Assignment,,,,
CxnDef.-621siWcgIA4-q-L,id-1b8ae571-01fb-11ed-1459-0a0027000004,id-1b8ae565-01fb-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.5TCsG-LGuz1-q-L,id-1b8ae571-01fb-11ed-1459-0a0027000004,id-1b8ae568-01fb-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-1_YwJ8jC-NO-q-L,id-76c9f51e-0103-11ed-1459-0a0027000004,id-5193d773-00fe-11ed-1459-0a0027000004,Serving,,,,
CxnDef.-3r2hUxgCvP1-q-L,id-a5c287d6-fdda-11ec-1459-0a0027000004,id-6708b60f-8017-11ec-2894-0050568b5c9f,Realization,,,,
CxnDef.41soU4OBiHz-q-L,id-be9bde3e-fe1f-11ec-1459-0a0027000004,id-fc1c3300-fe09-11ec-1459-0a0027000004,Serving,,,,
CxnDef.2qumAnxiS2q-q-L,id-20c45786-01ff-11ed-1459-0a0027000004,id-670b0027-8017-11ec-2894-0050568b5c9f,Realization,,,,
CxnDef.3nNCpbTt6P3-q-L,id-20c45786-01ff-11ed-1459-0a0027000004,id-20c45783-01ff-11ed-1459-0a0027000004,Assignment,,,,
CxnDef.eGxuPvrmmj-q-L,id-20c45786-01ff-11ed-1459-0a0027000004,id-2bf7d7f1-dce3-11e8-4239-0050568bc76d,Aggregation,,,,
CxnDef.-7Xy8zAoRxEX-q-L,id-b2369a49-1e3b-11ed-71c6-0050568bd88a,id-718067e9-e09d-11eb-2ade-0050568bdf9a,Association,,,,
CxnDef.74m3Wl5lGEu-q-L,id-e994ca70-fe1a-11ec-1459-0a0027000004,id-fc1c3300-fe09-11ec-1459-0a0027000004,Serving,,,,
CxnDef.-2lENs9pyjT3-q-L,id-fc1c3319-fe09-11ec-1459-0a0027000004,id-fc1c3300-fe09-11ec-1459-0a0027000004,Serving,,,,
CxnDef.-3w6LkXEA2-u-q-L,id-e994ca76-fe1a-11ec-1459-0a0027000004,id-a5c287d2-fdda-11ec-1459-0a0027000004,Serving,,,,
CxnDef.51dRHb3JvpU-q-L,id-5193d756-00fe-11ed-1459-0a0027000004,id-9f955955-0106-11ed-1459-0a0027000004,Realization,,,,
CxnDef.Bu3ekTl-rn-q-L,id-1b8abe50-01fb-11ed-1459-0a0027000004,id-29aa6470-7833-11eb-05d0-0050568b5c9f,Realization,,,,
CxnDef.-7b_DwqdlL8b-q-L,id-28be288e-f86c-11ec-145a-0a0027000004,id-2212fc95-0a16-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.24GEg2Cs_Po-q-L,id-ea5bef9b-01b7-11ed-1459-0a0027000004,id-550a50bd-fe9e-11ec-1459-0a0027000004,Association,,,,
CxnDef.4jn1rJapfNo-q-L,id-ea5bef9b-01b7-11ed-1459-0a0027000004,id-49be8329-84d7-11ec-289a-0050568b5c9f,Assignment,,,,
CxnDef.6pysZfDKIM8-q-L,id-b5b185a1-d4fc-11ec-1459-0a0027000004,id-b5b185a7-d4fc-11ec-1459-0a0027000004,Serving,,,,
CxnDef.-7BPrvya2PP7-q-L,id-b5b185a1-d4fc-11ec-1459-0a0027000004,id-b5b1859f-d4fc-11ec-1459-0a0027000004,Assignment,,,,
CxnDef.5D1xPJU7CKw-q-L,id-b5b185a1-d4fc-11ec-1459-0a0027000004,id-b5b185a9-d4fc-11ec-1459-0a0027000004,Serving,,,,
CxnDef.xC30TPNkgY-q-L,id-be9bde31-fe1f-11ec-1459-0a0027000004,id-be9bde2c-fe1f-11ec-1459-0a0027000004,Assignment,,,,
CxnDef.-64MxrSn8Q2M-q-L,id-be9bde31-fe1f-11ec-1459-0a0027000004,id-ddca0407-fd14-11ec-1459-0a0027000004,Aggregation,,,,
CxnDef.-1R-zBbxXwLD-q-L,id-ceffcd76-feb1-11ec-1459-0a0027000004,id-550a50b5-fe9e-11ec-1459-0a0027000004,Aggregation,,,,
CxnDef.-1dsq2AJEug3-q-L,id-ceffcd76-feb1-11ec-1459-0a0027000004,id-a5c287d0-fdda-11ec-1459-0a0027000004,Realization,,,,
CxnDef.7VuOnF8w93B-q-L,id-fa84e63f-8fe1-11ec-289b-0050568b5c9f,id-34b22acc-0a38-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.-6kdBFCl1vhz-q-L,id-e994ca6e-fe1a-11ec-1459-0a0027000004,id-3d6e5281-dce2-11e8-4239-0050568bc76d,Aggregation,,,,
CxnDef.4libaFlGs5N-q-L,id-e994ca6e-fe1a-11ec-1459-0a0027000004,id-e994ca70-fe1a-11ec-1459-0a0027000004,Assignment,,,,
CxnDef.io8PJdvL98-q-L,id-e994ca6e-fe1a-11ec-1459-0a0027000004,id-6708b63b-8017-11ec-2894-0050568b5c9f,Realization,,,,
CxnDef.-1q_faYp1w5g-q-L,id-e994ca56-fe1a-11ec-1459-0a0027000004,id-3cc54062-fe0e-11ec-1459-0a0027000004,Serving,,,,
CxnDef.36CDybAUg7u-q-L,id-be9bde2f-fe1f-11ec-1459-0a0027000004,id-be9bde37-fe1f-11ec-1459-0a0027000004,Assignment,,,,
CxnDef.4TbNtRdM-u3-q-L,id-be9bde2f-fe1f-11ec-1459-0a0027000004,id-6708b63b-8017-11ec-2894-0050568b5c9f,Realization,,,,
CxnDef.5AMokmawVmt-q-L,id-be9bde2f-fe1f-11ec-1459-0a0027000004,id-ddca040a-fd14-11ec-1459-0a0027000004,Aggregation,,,,
CxnDef.-5tlUoNQvsRG-q-L,id-e684c067-feb8-11ec-1459-0a0027000004,id-49be8329-84d7-11ec-289a-0050568b5c9f,Assignment,,,,
CxnDef.-7z13X1qBDye-q-L,id-e684c067-feb8-11ec-1459-0a0027000004,id-be9bde31-fe1f-11ec-1459-0a0027000004,Association,,,,
CxnDef.4JGnqSD8nZ-q-L,id-b5b185a9-d4fc-11ec-1459-0a0027000004,id-f06e75f1-8d6f-11ec-19bb-0050568bdf9a,Realization,,,,
CxnDef.-4G0IfKrQxJv-q-L,id-b5b185a9-d4fc-11ec-1459-0a0027000004,id-2212fc92-0a16-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.-4itCdxon7f1-q-L,id-26ca6969-9e04-11ec-2b8b-0050568b6426,id-2212fc8f-0a16-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.-12LAjk7Sozv-q-L,id-5193d759-00fe-11ed-1459-0a0027000004,id-a5c287d4-fdda-11ec-1459-0a0027000004,Serving,,,,
CxnDef.UoWFXCvVZD-q-L,id-8c0f5522-fd0d-11ec-1459-0a0027000004,id-fc1c32f1-fe09-11ec-1459-0a0027000004,Realization,,,,
CxnDef.2sH4usCnPxW-q-L,id-28be2885-f86c-11ec-145a-0a0027000004,id-2212fc95-0a16-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.-2i74w1iILwx-q-L,id-daab16c4-f24a-11ec-1459-0a0027000004,id-fc1c330c-fe09-11ec-1459-0a0027000004,Realization,,,,
CxnDef.3Fx8isPfHii-q-L,id-daab16c4-f24a-11ec-1459-0a0027000004,id-fc1c330a-fe09-11ec-1459-0a0027000004,Realization,,,,
CxnDef.6kIgt1meQv7-q-L,id-daab16c4-f24a-11ec-1459-0a0027000004,id-d7668ff1-dce3-11e8-4239-0050568bc76d,Association,,,,
CxnDef.7JBFr5SzbwL-q-L,id-952d6564-fd1a-11ec-1459-0a0027000004,id-a6b6c309-fd02-11ec-1459-0a0027000004,Assignment,,,,
CxnDef.24esK-xgXVP-q-L,id-be9bde18-fe1f-11ec-1459-0a0027000004,id-ddca0400-fd14-11ec-1459-0a0027000004,Aggregation,,,,
CxnDef.2r-9pRSAUJ1-q-L,id-be9bde18-fe1f-11ec-1459-0a0027000004,id-be9bde1b-fe1f-11ec-1459-0a0027000004,Assignment,,,,
CxnDef.-5VSVCvbZe9w-q-L,id-ce25b100-d4f7-11ec-1459-0a0027000004,id-ce25b102-d4f7-11ec-1459-0a0027000004,Assignment,,,,
CxnDef.-3Ef-5l5ISJ0-q-L,id-ce25b100-d4f7-11ec-1459-0a0027000004,id-26ca6979-9e04-11ec-2b8b-0050568b6426,Assignment,,,,
CxnDef.-1ShenFIvpTo-q-L,id-1b8ae568-01fb-11ed-1459-0a0027000004,id-29aa6470-7833-11eb-05d0-0050568b5c9f,Realization,,,,
CxnDef.-55Hr6RPyGmb-q-L,id-ea5bef94-01b7-11ed-1459-0a0027000004,id-e994ca60-fe1a-11ec-1459-0a0027000004,Association,,,,
CxnDef.7JNi7ARlb8Z-q-L,id-ea5bef94-01b7-11ed-1459-0a0027000004,id-49be8329-84d7-11ec-289a-0050568b5c9f,Assignment,,,,
CxnDef.57eC1S318F1-q-L,id-a5c287da-fdda-11ec-1459-0a0027000004,id-6708b621-8017-11ec-2894-0050568b5c9f,Realization,,,,
CxnDef.-48gpF_gu2Mn-q-L,id-be9bde1b-fe1f-11ec-1459-0a0027000004,id-a5c287d2-fdda-11ec-1459-0a0027000004,Serving,,,,
CxnDef.-2s3pa6b8BZs-q-L,id-cb8a8665-febd-11ec-1459-0a0027000004,id-cb8a8654-febd-11ec-1459-0a0027000004,Serving,,,,
CxnDef.5MvR0EHHuNk-q-L,id-ce25b102-d4f7-11ec-1459-0a0027000004,id-f054101c-8d6f-11ec-19bb-0050568bdf9a,Realization,,,,
CxnDef.3vmoVaSUU2B-q-L,id-ce25b102-d4f7-11ec-1459-0a0027000004,id-ce25b102-d4f7-11ec-1459-0a0027000004,Association,,,,
CxnDef.-5x3D8uyE6zW-q-L,id-28be287c-f86c-11ec-145a-0a0027000004,id-2212fc95-0a16-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.-1Jp4GIdbKfD-q-L,id-a6b6c309-fd02-11ec-1459-0a0027000004,id-657d6a58-0a0e-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.-2t399o6Mw2X-q-L,id-ceffcd73-feb1-11ec-1459-0a0027000004,id-49be8329-84d7-11ec-289a-0050568b5c9f,Assignment,,,,
CxnDef.-6MzIo_kTAWX-q-L,id-ceffcd73-feb1-11ec-1459-0a0027000004,id-ddca03f9-fd14-11ec-1459-0a0027000004,Association,,,,
CxnDef.2GiPwbYNVgG-q-L,id-ceffcd73-feb1-11ec-1459-0a0027000004,id-344e7141-6cc3-11ea-069d-0050568ba1eb,Association,,,,
CxnDef.-3VVApb1yG-c-q-L,id-a5bcc950-01fd-11ed-1459-0a0027000004,id-29aa6470-7833-11eb-05d0-0050568b5c9f,Realization,,,,
CxnDef.-3Kznb9ajR4h-q-L,id-5193d773-00fe-11ed-1459-0a0027000004,id-a5c287d4-fdda-11ec-1459-0a0027000004,Serving,,,,
CxnDef.-TyAkAE0fbC-q-L,id-5193d763-00fe-11ed-1459-0a0027000004,id-49be8329-84d7-11ec-289a-0050568b5c9f,Assignment,,,,
CxnDef.5kCu1jqPMhl-q-L,id-5193d763-00fe-11ed-1459-0a0027000004,id-5193d75c-00fe-11ed-1459-0a0027000004,Association,,,,
CxnDef.1mEsClrpOAy-q-L,id-ddca0400-fd14-11ec-1459-0a0027000004,id-be9bde1b-fe1f-11ec-1459-0a0027000004,Realization,,,,
CxnDef.-4ZNBSNfay3R-q-L,id-8c0f5542-fd0d-11ec-1459-0a0027000004,id-fc1c3300-fe09-11ec-1459-0a0027000004,Assignment,,,,
CxnDef.-5MDv6M-enqX-q-L,id-f4492085-0109-11ed-1459-0a0027000004,id-cb8a8650-febd-11ec-1459-0a0027000004,Association,,,,
CxnDef.-1Xd1H_M271R-q-L,id-f4492085-0109-11ed-1459-0a0027000004,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,Assignment,,,,
CxnDef.SL6Rx3ujNy-q-L,id-f4492085-0109-11ed-1459-0a0027000004,id-49be8329-84d7-11ec-289a-0050568b5c9f,Assignment,,,,
CxnDef.1fM1RmZDeQL-q-L,id-f4492085-0109-11ed-1459-0a0027000004,id-1fec7a4b-f236-11ec-1459-0a0027000004,Association,,,,
CxnDef.7uVT38Y34lA-q-L,id-1b8ae580-01fb-11ed-1459-0a0027000004,id-1b8abe50-01fb-11ed-1459-0a0027000004,Realization,,,,
CxnDef.-yHyLXoT3Nw-q-L,id-fc1c3303-fe09-11ec-1459-0a0027000004,id-ddca040d-fd14-11ec-1459-0a0027000004,Aggregation,,,,
CxnDef.-6t6ANps-Kxx-q-L,id-fc1c3303-fe09-11ec-1459-0a0027000004,id-fc1c3300-fe09-11ec-1459-0a0027000004,Assignment,,,,
CxnDef.-1slB76xY2cb-q-L,id-fc1c3303-fe09-11ec-1459-0a0027000004,id-8c0f5527-fd0d-11ec-1459-0a0027000004,Aggregation,,,,
CxnDef.-7IyakiZzm9C-q-L,id-fc1c3303-fe09-11ec-1459-0a0027000004,id-e994ca6a-fe1a-11ec-1459-0a0027000004,Aggregation,,,,
CxnDef.7aPAl6ZtCu7-q-L,id-fc1c3303-fe09-11ec-1459-0a0027000004,id-8c0f5542-fd0d-11ec-1459-0a0027000004,Aggregation,,,,
CxnDef.-7waJUq0cZIU-q-L,id-fc1c3303-fe09-11ec-1459-0a0027000004,id-3b0590d1-e86a-11eb-645a-0050568ba1eb,Aggregation,,,,
CxnDef.5oyGwXX1MrT-q-L,id-a5bcc959-01fd-11ed-1459-0a0027000004,id-a5bcc94e-01fd-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-5kX9WICib_P-q-L,id-a5bcc959-01fd-11ed-1459-0a0027000004,id-a5bcc94c-01fd-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.-4A4A0kzSzlv-q-L,id-a5bcc959-01fd-11ed-1459-0a0027000004,id-a5bcc950-01fd-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.4NcJkI-B6EV-q-L,id-9f955959-0106-11ed-1459-0a0027000004,id-cb8a8654-febd-11ec-1459-0a0027000004,Serving,,,,
CxnDef.-FF4oAXpvr0-q-L,id-76c9f50b-0103-11ed-1459-0a0027000004,id-5193d773-00fe-11ed-1459-0a0027000004,Serving,,,,
CxnDef.1oimmXX5z_M-q-L,id-5193d754-00fe-11ed-1459-0a0027000004,id-f448f970-0109-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.2EnvD7ROBKA-q-L,id-5193d754-00fe-11ed-1459-0a0027000004,id-9f955959-0106-11ed-1459-0a0027000004,Assignment,,,,
CxnDef.-4IuR33nkflA-q-L,id-5193d754-00fe-11ed-1459-0a0027000004,id-9f955955-0106-11ed-1459-0a0027000004,Assignment,,,,
CxnDef.1O12hqJ91j1-q-L,id-5193d754-00fe-11ed-1459-0a0027000004,id-5193d756-00fe-11ed-1459-0a0027000004,Aggregation,,,,
CxnDef.78PSHTI2SCN-q-L,id-5193d754-00fe-11ed-1459-0a0027000004,id-6708b60f-8017-11ec-2894-0050568b5c9f,Realization,,,,
CxnDef.-3V2vPrIfgF0-q-L,id-234917d8-f61d-11ec-1459-0a0027000004,id-acfdf5b9-f61a-11ec-1459-0a0027000004,Aggregation,,,,
CxnDef.-PVr90mWwG3-q-L,id-234917d8-f61d-11ec-1459-0a0027000004,id-234917e8-f61d-11ec-1459-0a0027000004,Aggregation,,,,
CxnDef.2yyJ9jO0ufI-q-L,id-234917d8-f61d-11ec-1459-0a0027000004,id-0e975882-f239-11ec-1459-0a0027000004,Aggregation,,,,
CxnDef.-2CBx0plHQLG-q-L,id-234917d8-f61d-11ec-1459-0a0027000004,id-1fec7a39-f236-11ec-1459-0a0027000004,Aggregation,,,,
CxnDef.-3JMoUXwdeYi-q-L,id-daab16bc-f24a-11ec-1459-0a0027000004,id-7fd9f431-dce2-11e8-4239-0050568bc76d,Association,,,,
CxnDef.-6DsIT1CapUH-q-L,id-d0fed182-00fd-11ed-1459-0a0027000004,id-fc1c3303-fe09-11ec-1459-0a0027000004,Association,,,,
CxnDef.52FDDx3OtHh-q-L,id-d0fed182-00fd-11ed-1459-0a0027000004,id-49be8329-84d7-11ec-289a-0050568b5c9f,Assignment,,,,
CxnDef.-2Fl5xJigdL1-q-L,id-2d516659-1e36-11ed-71c6-0050568bd88a,id-b2369a3b-1e3b-11ed-71c6-0050568bd88a,Aggregation,,,,
